"county","srprec","addist","cddist","sddist","bedist","TOTREG","DEMREG","REPREG","AIPREG","GRNREG","LIBREG","NLPREG","REFREG","DCLREG","MSCREG","TOTVOTE","DEMVOTE","REPVOTE","AIPVOTE","GRNVOTE","LIBVOTE","NLPVOTE","REFVOTE","DCLVOTE","MSCVOTE","PRCVOTE","ABSVOTE","ASSDEM01","ASSDEM02","ASSGRN01","ASSIND01","ASSLIB01","ASSREP01","ASSREP02","CNGDEM01","CNGDEM02","CNGREP01","PRSAIP01","PRSDEM01","PRSGRN01","PRSLIB01","PRSPAF01","PRSREP01","PR_14_N","PR_14_Y","PR_15_N","PR_15_Y","PR_16_N","PR_16_Y","PR_17_N","PR_17_Y","PR_18_N","PR_18_Y","PR_19_N","PR_19_Y","PR_20_N","PR_20_Y","PR_21_N","PR_21_Y","PR_22_N","PR_22_Y","PR_23_N","PR_23_Y","PR_24_N","PR_24_Y","PR_25_N","PR_25_Y","SENAIP01","SENDEM01","SENDEM02","SENLIB01","SENREP01"
"31","0513617","1","4","1","1","174","0","0","0","0","0","0","0","0","0","156","0","0","0","0","0","0","0","0","0","0","0","104","0","0","0","0","41","0","110","0","38","0","118","0","2","0","35","65","83","83","66","88","62","51","101","79","73","60","88","95","46","103","48","67","80","102","42","63","85","66","78","0","97","0","0","47"
"31","0513801","1","4","1","1","182","0","0","0","0","0","0","0","0","0","341","0","0","0","0","0","0","0","0","0","0","0","133","0","0","0","0","23","0","136","0","21","0","138","1","2","0","20","51","103","49","109","65","90","43","118","59","101","65","87","121","30","93","59","92","58","83","70","71","81","42","111","0","131","0","0","26"
"31","0513808","1","4","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","0513902","1","1","1","1","2","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","2","0","1","0","0","0","1","0","2","1","1","1","1","1","1","1","1","1","1","0","2","1","1","1","1","1","1","0","2","1","1","0","1","0","0","1"
"31","0550101","5","4","1","1","9992","0","0","0","0","0","0","0","0","0","8785","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5087","0","4441","0","4007","19","4455","44","159","15","3921","4779","3597","5311","3161","5739","2564","4371","4066","5692","2831","4147","4134","4872","3325","5867","2402","3010","5328","6106","2167","4213","3990","5038","3117","0","4001","0","0","4191"
"31","0550105","5","4","1","1","23","0","0","0","0","0","0","0","0","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","0","16","0","0","0","0","0","17","16","0","16","0","16","0","16","0","15","0","14","2","2","14","16","0","1","15","15","1","13","1","15","0","0","0","0","0","16"
"31","0550112","5","4","1","1","150","0","0","0","0","0","0","0","0","0","136","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","92","0","63","0","68","0","63","0","6","0","62","81","46","89","44","100","33","79","53","98","34","71","59","79","51","97","36","50","83","102","28","75","55","84","45","0","53","0","0","78"
"31","0551901","5","4","1","1","15","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","4","0","7","0","3","0","0","0","9","8","4","9","3","8","3","8","4","9","3","8","4","7","5","9","2","4","8","8","4","10","2","10","2","0","3","0","0","7"
"31","0552201","5","1","1","1","5","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0","1","3","1","0","1","2","1","3","1","0","1","0","1","0","1","0","0","0","0","2","1","2","0","1","0","4","0","0","0"
"31","0562201","6","1","1","1","395","0","0","0","0","0","0","0","0","0","362","0","0","0","0","0","0","0","0","0","0","0","120","0","0","0","0","225","0","128","0","224","0","132","0","6","0","211","232","118","271","82","274","69","224","128","284","74","207","131","166","174","288","59","106","244","281","69","205","140","238","104","0","120","0","0","223"
"31","0562205","6","1","1","1","718","0","0","0","0","0","0","0","0","0","645","0","0","0","0","0","0","0","0","0","0","0","196","0","0","0","0","411","0","218","0","400","0","212","2","7","3","410","433","197","497","138","523","111","407","229","484","151","391","231","293","332","513","119","178","452","524","102","398","221","450","173","0","192","0","0","411"
"31","0562501","6","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"31","0562503","6","1","1","1","442","0","0","0","0","0","0","0","0","0","404","0","0","0","0","0","0","0","0","0","0","0","115","0","0","0","0","276","0","131","0","266","1","138","2","5","1","254","278","112","333","66","342","53","275","119","329","66","261","125","189","208","337","57","100","290","346","52","257","135","291","99","0","122","0","0","269"
"31","0562505","6","1","1","1","79","0","0","0","0","0","0","0","0","0","67","0","0","0","0","0","0","0","0","0","0","0","21","0","0","0","0","45","0","24","0","43","0","23","0","2","0","42","43","23","57","10","60","7","46","20","57","10","35","29","27","40","58","9","20","47","53","12","39","27","53","14","0","20","0","0","46"
"31","0562506","6","1","1","1","184","0","0","0","0","0","0","0","0","0","178","0","0","0","0","0","0","0","0","0","0","0","70","0","0","0","0","104","0","74","0","101","0","76","0","0","0","98","100","74","119","56","134","39","102","71","123","50","67","103","91","79","145","26","34","137","132","40","88","82","118","54","0","71","0","0","101"
"31","CNTYTOT","576","388","229","127","271112","0","0","0","0","0","0","0","0","0","239315","0","0","0","0","0","0","0","0","0","0","0","87662","0","0","0","0","132380","0","103770","0","126209","593","106869","779","3948","340","122488","136338","91367","154594","76426","167632","60772","134526","96134","165191","66597","122937","103211","121661","103120","168911","58269","70256","158813","170430","56847","117568","107471","149185","74832","0","56614","0","0","84209"
